,Id,SalePrice
0,1461,111918.21301051075
1,1462,148283.05044508554
2,1463,170388.40814056245
3,1464,185223.61811241135
4,1465,217391.73318857513
5,1466,175346.24521436688
6,1467,169110.1661234506
7,1468,169709.45930688086
8,1469,195557.11559844168
9,1470,114520.50154489177
10,1471,193361.67888173216
11,1472,116979.33435508733
12,1473,114011.35030634487
13,1474,156940.7880695849
14,1475,129984.9428826084
15,1476,381159.92076599604
16,1477,270630.99316423567
17,1478,322362.38214714435
18,1479,320418.9363059098
19,1480,504847.4066270003
20,1481,324476.4528866084
21,1482,234234.65891647653
22,1483,192491.6407868623
23,1484,190028.40192658073
24,1485,177114.8748315169
25,1486,209343.9869442187
26,1487,343487.9472638439
27,1488,258782.2812498694
28,1489,197770.0134454257
29,1490,207898.89187129002
30,1491,193808.99169181034
31,1492,106935.57798135125
32,1493,166466.71648025268
33,1494,302557.02467412304
34,1495,300423.2473119563
35,1496,222215.8755827659
36,1497,206287.8147700788
37,1498,175452.82917837522
38,1499,175708.6018380024
39,1500,167304.82525726946
40,1501,181751.65455713755
41,1502,167775.9806315872
42,1503,257900.7342035037
43,1504,231153.22450977442
44,1505,217427.51502742196
45,1506,199899.6608540998
46,1507,247335.38596010813
47,1508,191576.2234433198
48,1509,161733.8980398462
49,1510,139227.5857495549
50,1511,140218.97459747965
51,1512,163311.4725986243
52,1513,149876.55819454687
53,1514,157549.1115605411
54,1515,195613.61510879133
55,1516,142038.21150815053
56,1517,146860.06027653848
57,1518,158366.5387354642
58,1519,206988.28951151707
59,1520,123736.76752252725
60,1521,127043.21905078413
61,1522,158869.74596631952
62,1523,115576.63989502739
63,1524,108609.30357172526
64,1525,113979.80731369274
65,1526,115657.875488601
66,1527,109202.900241416
67,1528,133978.96466552242
68,1529,133809.20082600001
69,1530,161809.70585078583
70,1531,120373.10605074462
71,1532,100489.67607683047
72,1533,149430.9415417547
73,1534,128909.83955078019
74,1535,153072.18282468733
75,1536,119172.48767111123
76,1537,91871.5309395521
77,1538,166530.58637697078
78,1539,189254.97817976482
79,1540,130114.31007654834
80,1541,143292.84075295104
81,1542,142271.42761470212
82,1543,191408.09760651717
83,1544,98844.35176591079
84,1545,115700.83394482249
85,1546,124579.79849704626
86,1547,129097.93328534842
87,1548,129323.9130520898
88,1549,116445.01319697339
89,1550,133331.12505118977
90,1551,121460.97507247968
91,1552,137557.5302955452
92,1553,139343.6667934598
93,1554,127626.89752976768
94,1555,158570.14632249958
95,1556,113097.14482932871
96,1557,116220.13607018194
97,1558,109547.72301985096
98,1559,114518.656715143
99,1560,133532.3949933627
100,1561,146933.3359394141
101,1562,125780.37284567044
102,1563,112744.54963844865
103,1564,153660.45364908202
104,1565,135829.14654225158
105,1566,199595.34243995015
106,1567,98733.13113589988
107,1568,207153.99974194562
108,1569,116662.05813513392
109,1570,128811.31673415545
110,1571,122744.50390127815
111,1572,131788.0498646733
112,1573,212455.34707557588
113,1574,140450.76602033808
114,1575,193992.06016021754
115,1576,212339.66521846733
116,1577,198335.82821238297
117,1578,136338.4440123771
118,1579,142645.6588224514
119,1580,193426.32886848124
120,1581,139570.5401901511
121,1582,128829.40664416553
122,1583,301741.28238051094
123,1584,232833.59434125494
124,1585,157799.4358174624
125,1586,84614.74177318829
126,1587,103795.06377069018
127,1588,131738.35500984907
128,1589,107528.56940998649
129,1590,132398.02518785163
130,1591,101218.68279606327
131,1592,123496.73208037385
132,1593,119449.5105328108
133,1594,135100.50618258936
134,1595,121890.09967217408
135,1596,211061.85705796644
136,1597,183603.92561845944
137,1598,188027.23112855406
138,1599,173648.7358897419
139,1600,185937.24648575194
140,1601,76966.75665701585
141,1602,117114.73091110509
142,1603,94543.032461059
143,1604,249819.84011726317
144,1605,238737.06101495784
145,1606,160846.4704337035
146,1607,207940.08598872233
147,1608,220784.33872819433
148,1609,197439.1560811856
149,1610,152327.09786283076
150,1611,138723.21773260937
151,1612,180319.08111658052
152,1613,160937.01438025833
153,1614,120175.03015418431
154,1615,101032.28648135929
155,1616,101032.28648135929
156,1617,108087.72035169584
157,1618,119542.7952830369
158,1619,131586.54343757156
159,1620,195376.45639984787
160,1621,138479.0809296134
161,1622,131553.15255540566
162,1623,238907.57754466837
163,1624,193912.32235219065
164,1625,116792.19047410166
165,1626,163267.40488811038
166,1627,180083.3582610055
167,1628,278648.5115029121
168,1629,175135.38938777288
169,1630,365178.06354937766
170,1631,224540.08442976698
171,1632,259100.02330357445
172,1633,166779.12837417328
173,1634,184212.31916056474
174,1635,176100.18880114332
175,1636,174262.1755198817
176,1637,180090.7201289771
177,1638,209307.88668603674
178,1639,187297.0332356483
179,1640,259538.53103171644
180,1641,183595.09269035165
181,1642,230253.49046649295
182,1643,236202.07810541595
183,1644,230073.62171651763
184,1645,179321.19036568087
185,1646,151084.48468449
186,1647,165563.36409641654
187,1648,137675.6502764007
188,1649,124771.50712709609
189,1650,113660.88538840784
190,1651,119922.29007057472
191,1652,117598.44752234705
192,1653,117288.48243692068
193,1654,155112.59455192296
194,1655,150782.9172153935
195,1656,153167.08633938176
196,1657,155933.5280118742
197,1658,155156.70119325092
198,1659,128167.11886219087
199,1660,136078.34164617702
200,1661,434005.4738452322
201,1662,397841.5273528174
202,1663,375645.35735041497
203,1664,519058.1005568946
204,1665,333541.49976781016
205,1666,300037.0693201863
206,1667,365437.19008605275
207,1668,334302.7696212672
208,1669,300071.9408613361
209,1670,341851.95734053693
210,1671,258191.68538231548
211,1672,439664.1067348287
212,1673,305868.16986602405
213,1674,274797.19735122815
214,1675,206405.88238089497
215,1676,201961.70519688688
216,1677,220233.30814159152
217,1678,481316.7917689941
218,1679,373372.2785932376
219,1680,333936.2772873133
220,1681,278530.08939823677
221,1682,289839.26801472285
222,1683,222215.53627059216
223,1684,191781.6143905155
224,1685,183070.9515021793
225,1686,195857.01725461698
226,1687,177373.0703978542
227,1688,204891.57167971303
228,1689,201992.63245229967
229,1690,194086.94165426213
230,1691,184383.2761636216
231,1692,257282.06710269707
232,1693,177114.8748315169
233,1694,172901.7801964804
234,1695,167802.51242124013
235,1696,269046.8996217578
236,1697,164779.4937859738
237,1698,348518.93475209223
238,1699,321202.6856903261
239,1700,244072.95795826302
240,1701,273723.83499962016
241,1702,271707.27595890866
242,1703,265513.4803791664
243,1704,271672.5646462962
244,1705,230860.32794302265
245,1706,427586.6909923808
246,1707,219738.8901623962
247,1708,212731.00770230684
248,1709,268665.1745454555
249,1710,226447.68469041036
250,1711,247671.18567325608
251,1712,271119.452294226
252,1713,262953.73324427876
253,1714,223966.21760443595
254,1715,203398.82385082278
255,1716,186906.1930967337
256,1717,180501.03557506442
257,1718,148926.0409596045
258,1719,201682.0551979862
259,1720,235471.20111500844
260,1721,177791.745083833
261,1722,137775.25393154635
262,1723,154948.51282890383
263,1724,218818.3308501895
264,1725,216822.33451109353
265,1726,179743.59250354223
266,1727,175863.67927497003
267,1728,180819.0882024123
268,1729,150181.55705566047
269,1730,147734.70982838483
270,1731,123973.68625383625
271,1732,117786.56043708722
272,1733,110680.7279522452
273,1734,118790.23555224373
274,1735,125869.17399401018
275,1736,113225.46486685672
276,1737,288281.0229014546
277,1738,225075.21253232638
278,1739,336737.83729947224
279,1740,229577.7625668442
280,1741,186281.27814448703
281,1742,181751.65455713755
282,1743,187444.3952946174
283,1744,260242.06526577796
284,1745,229533.08279333013
285,1746,218886.2533165472
286,1747,201920.12831860204
287,1748,232675.97419992762
288,1749,155437.29107691208
289,1750,146947.31440954877
290,1751,230926.7882730679
